NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NU_IDADE;TP_SEXO;CO_MUNICIPIO_NASCIMENTO;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q005;Q006
1,90E+11;2019;Marília;35;SP;2;1;1;17;M;;2;1;1;3;4615;3908;3569;5623;1;540;H;D;3;E
1,90E+11;2019;Embu das Artes;35;SP;2;1;1;18;F;3515004;2;1;1;2;3625;4791;5688;4026;1;520;E;E;6;I
1,90E+11;2019;Mogi Guaçu;35;SP;2;1;1;18;F;3530706;2;1;1;1;4246;5375;5667;5873;1;600;H;E;4;D
1,90E+11;2019;Caucaia;23;CE;1;1;1;19;M;2304400;2;1;1;2;5898;6338;6096;7074;1;820;C;D;4;B
1,90E+11;2019;São Miguel Arcanjo;35;SP;2;2;1;17;F;3550209;2;1;1;1;4872;4514;5164;5562;1;460;B;B;4;C
1,90E+11;2019;Jaguariúna;35;SP;2;1;1;18;F;3530805;2;1;1;1;4612;4387;5297;4911;1;420;F;C;4;E
1,90E+11;2019;São Paulo;35;SP;;;;18;M;4106902;2;1;1;1;6781;6653;5982;8211;1;920;F;G;3;G
1,90E+11;2019;Carlos Gomes;43;RS;2;2;1;17;F;4322905;2;1;1;1;4829;5035;5612;4186;1;520;D;D;3;G
1,90E+11;2019;Franca;35;SP;2;1;1;17;M;;2;1;1;3;5208;5117;4768;5411;1;360;D;D;4;C
1,90E+11;2019;Cajueiro;27;AL;1;1;1;18;M;;2;1;1;3;4966;6143;5321;6468;1;720;E;E;4;C
1,90E+11;2019;Ruy Barbosa;29;BA;2;1;1;19;M;2927200;2;1;1;4;4995;5449;5721;403;1;440;B;F;4;C
1,90E+11;2019;Rio Branco;12;AC;2;1;1;18;M;1200401;2;1;1;4;4144;3692;5042;4832;1;620;E;E;8;A
1,90E+11;2019;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;1;2;4223;5056;5107;4685;1;560;H;B;3;C
1,90E+11;2019;Salto;35;SP;2;1;1;17;F;3545209;2;1;1;1;5255;5627;5635;4983;1;640;E;D;4;G
1,90E+11;2019;Primavera de Rondônia;11;RO;2;2;1;17;M;1100049;2;1;1;3;5403;524;536;6485;1;780;F;G;3;I
1,90E+11;2019;Teresina;22;PI;2;1;1;20;M;2211001;2;;1;3;4052;4001;5269;4427;1;660;E;D;4;D
1,90E+11;2019;Salvador;29;BA;2;1;1;18;M;2927408;2;1;1;1;4964;520;5616;5401;1;580;D;F;6;E
1,90E+11;2019;Santo Antônio de Jesus;29;BA;2;1;1;18;M;2928703;2;1;1;3;4807;5725;5439;4122;1;720;E;E;4;A
1,90E+11;2019;Santos;35;SP;2;1;1;18;F;3548500;2;1;1;3;6005;6368;611;5424;1;940;C;D;7;D
1,90E+11;2019;Contagem;31;MG;1;1;1;18;M;3118601;2;1;1;1;5924;6646;6203;7388;1;840;E;E;1;C
1,90E+11;2019;Penalva;21;MA;2;1;1;18;F;2108306;2;1;1;3;5221;5537;5666;3846;1;880;D;C;4;A
1,90E+11;2019;Uberaba;31;MG;2;1;1;17;F;3170107;2;1;1;1;4207;4343;4683;4298;1;520;H;E;3;A
1,90E+11;2019;João Pessoa;25;PB;2;1;1;18;F;2507507;2;1;1;1;5578;6086;6336;6333;1;760;H;E;3;G
1,90E+11;2019;Simões Filho;29;BA;;;;19;F;2930709;2;;1;3;441;4363;4859;4661;1;340;C;D;4;B
1,90E+11;2019;Foz do Iguaçu;41;PR;2;1;1;17;F;;2;1;1;3;4258;4117;5035;4917;1;540;C;C;3;C
1,90E+11;2019;Pouso Alegre;31;MG;4;1;1;18;M;3152501;2;1;1;3;6434;6361;605;8036;1;840;E;E;4;E
1,90E+11;2019;Caieiras;35;SP;2;1;1;18;M;3509007;2;1;1;1;4999;496;5101;5951;1;720;A;A;3;E
1,90E+11;2019;Curitiba;41;PR;2;1;1;18;F;4125506;2;1;1;1;3561;4905;5045;438;1;660;H;C;5;C
1,90E+11;2019;Rialma;52;GO;2;1;1;28;M;5218607;2;;2;1;5326;5384;5013;5181;1;540;C;E;2;B
1,90E+11;2019;Maceió;27;AL;2;1;1;20;F;2704302;2;1;1;3;4315;4215;5075;4116;1;720;E;E;4;B
1,90E+11;2019;Messias Targino;24;RN;1;1;1;19;M;;2;1;1;3;5653;5401;5822;5246;1;960;D;E;4;B
1,90E+11;2019;Cantagalo;33;RJ;2;1;1;18;F;3301108;2;1;1;2;5071;578;5484;5413;1;720;C;D;2;B
1,90E+11;2019;Aquidabã;28;SE;2;1;1;17;F;2800308;2;1;1;3;4909;6255;5946;7479;1;680;G;G;5;H
1,90E+11;2019;Juazeiro;29;BA;1;1;1;17;F;2918407;2;1;1;3;4411;5498;536;4898;1;700;D;D;4;C
1,90E+11;2019;Peruíbe;35;SP;2;1;1;17;M;3537602;2;1;1;1;5142;5257;5323;5874;1;720;D;E;2;C
1,90E+11;2019;Brasília;53;DF;2;1;1;17;M;5300108;2;1;1;1;5468;5267;573;6327;1;620;E;E;3;F
1,90E+11;2019;Rio Verde;52;GO;2;1;1;17;M;5218805;2;1;1;3;5094;5474;5659;7099;1;740;G;G;6;J
1,90E+11;2019;Belo Horizonte;31;MG;2;1;1;18;F;3106200;2;1;1;3;5767;5217;5527;4942;1;660;C;E;4;C
1,90E+11;2019;São José dos Campos;35;SP;2;1;1;18;M;3549904;2;1;1;1;4881;4997;5063;5262;1;560;E;D;4;C
1,90E+11;2019;Manaus;13;AM;2;1;1;17;F;3550308;2;1;1;1;4589;5665;548;5321;1;840;D;E;6;B
1,90E+11;2019;Casca;43;RS;2;1;1;18;M;4304903;2;1;1;2;4079;5148;4885;3626;1;640;B;B;3;B
1,90E+11;2019;Francisco Morato;35;SP;2;1;1;17;F;3516309;2;1;1;3;4768;4921;5536;4196;1;740;E;E;3;B
1,90E+11;2019;Belo Horizonte;31;MG;2;1;1;17;F;3106200;2;1;1;3;4699;5426;5427;5905;1;660;C;D;4;C
1,90E+11;2019;Rio Branco;12;AC;2;1;1;19;M;1200401;2;1;1;3;561;4555;4759;6324;1;500;E;F;4;F
1,90E+11;2019;Campos dos Goytacazes;33;RJ;;;;18;F;3301009;2;1;1;2;3681;5116;5678;4267;1;460;G;E;3;B
1,90E+11;2019;Manaus;13;AM;2;1;1;17;F;2114007;2;1;1;3;5406;5969;5682;4099;1;580;E;E;2;B
1,90E+11;2019;Hortolândia;35;SP;2;1;1;17;F;3509502;2;1;1;1;3706;402;4842;4086;1;260;B;G;4;E
1,90E+11;2019;Pirassununga;35;SP;2;1;1;18;F;3539301;2;1;1;3;4674;5111;5218;4767;1;600;B;E;3;D
1,90E+11;2019;Osasco;35;SP;;;;17;F;3550308;2;1;1;3;4435;5393;5261;4876;1;520;E;D;5;D
1,90E+11;2019;Antônio Carlos;42;SC;2;1;1;18;M;4201208;2;1;1;1;5913;6229;6076;7142;1;820;C;E;4;C
1,90E+11;2019;Taquarituba;35;SP;2;1;1;17;F;3553807;2;1;0;1;5063;513;5436;5243;1;620;D;E;3;E
1,90E+11;2019;Novo Hamburgo;43;RS;2;1;1;18;M;4313409;2;1;1;1;438;5422;5412;4031;1;560;B;B;3;C
1,90E+11;2019;Jaboticabal;35;SP;2;1;1;17;F;3524303;2;1;1;3;377;4475;4784;3596;1;420;E;F;5;E
1,90E+11;2019;São Luís;21;MA;2;1;1;18;M;2111300;2;1;1;3;4855;6146;6055;601;1;700;E;E;5;C
1,90E+11;2019;Brasília;53;DF;2;1;1;17;F;5300108;2;1;1;2;6215;6181;590;4984;1;660;H;G;5;Q
1,90E+11;2019;Taquarituba;35;SP;2;1;1;17;F;3553807;2;1;1;3;539;5072;504;631;1;560;C;C;5;C
1,90E+11;2019;Fazenda Rio Grande;41;PR;2;1;1;18;M;4106001;2;1;1;3;4908;4745;478;5358;1;440;G;D;5;C
1,90E+11;2019;Monte Mor;35;SP;2;1;1;17;F;3548807;2;1;1;1;5437;4501;5828;6013;1;760;H;C;2;A
1,90E+11;2019;Vila Velha;32;ES;2;1;1;18;F;3205200;2;1;1;1;5802;6522;6207;6622;1;760;H;D;2;C
1,90E+11;2019;Cedro;23;CE;1;1;1;17;M;2303808;2;1;1;1;5748;631;5943;7199;1;960;D;F;4;C
1,90E+11;2019;São Miguel do Oeste;42;SC;2;1;1;18;F;3549805;2;1;1;1;4945;5886;5771;547;1;560;E;E;5;E
1,90E+11;2019;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;1;1;3572;5282;5212;5571;1;600;D;C;5;E
1,90E+11;2019;Recife;26;PE;1;1;1;16;M;2611606;2;1;1;1;598;7103;6637;8154;1;920;E;F;4;Q
1,90E+11;2019;Jaraguá;52;GO;2;1;1;17;F;5211800;2;1;1;3;5045;5051;5411;4918;1;640;E;E;4;B
1,90E+11;2019;Bagé;43;RS;2;1;1;19;F;4301602;2;1;1;3;4118;4785;5556;4594;1;500;D;C;2;B
1,90E+11;2019;São Luís;21;MA;2;1;1;18;F;2111300;2;1;1;3;425;429;454;5015;1;440;D;E;4;B
1,90E+11;2019;Timon;21;MA;2;1;1;19;F;2211001;2;1;1;5;4352;4469;4495;4996;1;560;E;E;3;B
1,90E+11;2019;Belém;15;PA;2;1;1;20;M;1501402;2;1;1;1;4036;5544;5027;4205;1;480;D;C;3;B
1,90E+11;2019;Caraguatatuba;35;SP;2;1;1;17;F;3520400;2;1;1;1;4277;4731;545;5022;1;680;E;E;5;G
1,90E+11;2019;Artur Nogueira;35;SP;2;1;1;17;F;;2;1;1;3;452;5062;4816;493;1;600;B;H;6;A
1,90E+11;2019;Fortaleza;23;CE;2;1;1;18;M;2304400;2;1;1;3;4252;4943;4436;5022;1;620;D;D;4;D
1,90E+11;2019;Feira de Santana;29;BA;;;;19;F;2910800;2;1;0;1;3944;3405;4531;423;1;500;D;D;3;B
1,90E+11;2019;Santa Rita;25;PB;2;1;1;19;F;2501807;2;1;1;2;4387;3711;3743;4378;1;460;D;C;5;F
1,90E+11;2019;Aracaju;28;SE;;;;18;F;2800308;2;1;1;1;4744;443;4681;490;1;700;D;B;4;B
1,90E+11;2019;Sorocaba;35;SP;2;1;1;17;F;3557006;2;1;1;1;4178;5015;5554;3898;1;580;E;E;4;H
1,90E+11;2019;Janaúba;31;MG;1;1;1;17;F;3139300;2;1;1;2;485;4182;5569;476;1;760;F;E;3;D
1,90E+11;2019;Contagem;31;MG;2;1;1;18;M;3118601;2;1;1;1;4881;4429;4537;531;1;520;F;G;4;I
1,90E+11;2019;São Paulo;35;SP;2;1;1;17;F;2913507;2;1;1;1;6041;6813;6275;8006;1;840;F;E;4;J
1,90E+11;2019;Rio de Janeiro;33;RJ;;;;18;F;3304557;2;1;1;3;4431;5592;5594;5008;1;720;E;E;4;C
1,90E+11;2019;Mairinque;35;SP;2;1;1;18;F;3528403;2;1;1;1;4902;6806;6014;6075;1;720;E;E;4;D
1,90E+11;2019;Presidente Prudente;35;SP;2;1;1;17;F;3541406;2;1;1;1;5181;5387;5354;483;1;540;C;E;4;E
1,90E+11;2019;Custódia;26;PE;2;1;1;16;F;2605103;2;1;1;1;5091;5313;5776;5339;1;540;H;F;3;E
1,90E+11;2019;Fortaleza;23;CE;1;1;1;19;M;2304400;2;1;1;3;6209;6676;6505;7443;1;900;E;E;4;E
1,90E+11;2019;Itaí;35;SP;2;1;1;17;M;3521804;2;1;3;1;4651;548;5565;7415;1;800;E;E;4;H
1,90E+11;2019;Brasília;53;DF;;;;18;M;5300108;2;1;1;2;4673;5307;5507;4183;1;480;F;F;4;B
1,90E+11;2019;Colinas;21;MA;2;1;1;16;F;2103505;2;1;1;3;3884;5949;5768;4773;1;740;C;C;9;C
1,90E+11;2019;São Luís;21;MA;1;1;1;19;M;2111300;2;1;1;3;512;5112;5258;4682;1;600;E;E;5;C
1,90E+11;2019;Ibitinga;35;SP;2;1;1;17;M;3519600;2;1;3;1;6108;5675;5918;7201;1;780;E;F;2;C
1,90E+11;2019;Arujá;35;SP;2;1;1;17;M;3518800;2;1;3;1;5887;5932;6098;7364;1;860;F;E;4;G
1,90E+11;2019;Santo Ângelo;43;RS;2;1;1;18;F;4317509;2;1;1;1;5777;5228;5962;6023;1;920;C;C;4;C
1,90E+11;2019;Japeri;33;RJ;2;1;1;18;F;3302270;2;1;1;3;443;4651;5747;4003;1;580;B;B;3;C
1,90E+11;2019;Recife;26;PE;2;1;1;17;M;2611606;2;1;1;3;4403;4374;5211;4548;1;660;E;F;5;C
1,90E+11;2019;Belo Horizonte;31;MG;2;1;1;18;M;3106200;2;1;1;3;5621;603;5645;5135;1;580;E;E;4;D
1,90E+11;2019;São José do Rio Preto;35;SP;2;1;1;17;F;3549805;2;1;1;3;4461;5164;5599;4027;1;560;D;B;6;C
1,90E+11;2019;Altamira;15;PA;2;1;1;18;M;1507805;2;1;1;5;468;4566;4937;5458;1;640;E;G;5;F
1,90E+11;2019;Caucaia;23;CE;2;1;1;18;M;2303709;2;1;1;3;4323;3779;4732;6087;1;560;F;F;6;C
1,90E+11;2019;Caxias;21;MA;2;1;1;17;F;2103000;2;1;1;2;5563;5663;5899;4456;1;720;E;E;4;B
1,90E+11;2019;Bady Bassitt;35;SP;;;;18;M;3504602;2;1;1;1;3971;3825;4129;390;1;260;C;C;4;C
1,90E+11;2019;Osasco;35;SP;;;;17;F;3534401;2;1;1;3;3694;4698;4536;4672;1;240;B;E;4;C
1,90E+11;2019;Agudos do Sul;41;PR;2;1;1;17;F;4100301;2;1;1;1;4659;5206;5313;4407;1;580;C;C;4;B
1,90E+11;2019;Cascavel;41;PR;;;;18;F;4104808;2;1;1;1;4316;5166;5001;463;1;440;B;B;4;C
1,90E+11;2019;Araguaína;17;TO;1;1;1;17;M;1702109;2;1;1;2;5926;5949;6324;6841;1;800;G;G;3;K
1,90E+11;2019;São Gonçalo do Amarante;24;RN;1;1;1;17;F;2412005;2;1;1;3;5739;5855;6127;6436;1;880;E;E;4;E
1,90E+11;2019;Tejuçuoca;23;CE;2;1;1;17;F;2302800;2;1;1;1;4801;5182;5583;5551;1;600;B;B;5;B
1,90E+11;2019;Santa Cruz;24;RN;1;1;1;19;F;2411205;2;1;1;0;4713;445;5065;5456;1;580;H;E;2;A
1,90E+11;2019;Cônego Marinho;31;MG;;;;17;F;;2;1;1;2;5349;4901;5298;4765;1;320;E;F;5;C
1,90E+11;2019;Serra;32;ES;2;1;1;17;F;3205002;2;1;1;2;5797;600;5992;6739;1;820;F;F;4;G
1,90E+11;2019;Caarapó;50;MS;2;1;1;18;M;5002407;2;1;1;3;3922;4972;5365;5274;1;620;E;C;3;C
1,90E+11;2019;Fortaleza;23;CE;2;1;1;18;M;2304400;2;1;1;3;4631;3887;518;3675;1;640;E;E;4;C
1,90E+11;2019;São Gonçalo do Pará;31;MG;2;1;1;18;M;3161809;2;1;1;3;3986;4427;4789;685;1;400;B;E;4;F
1,90E+11;2019;Salvador;29;BA;2;1;1;18;F;2927408;2;1;1;3;4898;5066;5037;4642;1;540;E;E;3;C
1,90E+11;2019;Cariacica;32;ES;2;1;1;17;M;2918555;2;1;1;3;4379;4921;5477;6876;1;620;E;E;4;D
1,90E+11;2019;São Gonçalo;33;RJ;2;1;1;18;F;3303302;2;1;1;1;5582;5735;552;6329;1;820;E;E;4;C
1,90E+11;2019;Itaúna;31;MG;2;1;1;18;M;3133808;2;1;1;1;5638;5132;5853;6693;1;760;H;G;4;I
1,90E+11;2019;Braço do Norte;42;SC;2;1;1;18;F;4202800;2;1;1;1;5123;5477;5599;5555;1;740;E;E;3;D
1,90E+11;2019;Recife;26;PE;2;1;1;18;F;2611606;2;1;1;4;4082;4735;5126;492;1;460;D;B;5;B
1,90E+11;2019;Uberlândia;31;MG;2;1;1;17;F;3170206;2;1;1;1;4782;4971;5555;5657;1;580;E;F;4;I
1,90E+11;2019;Tacaimbó;26;PE;2;1;1;17;F;2601706;2;1;1;3;4822;5843;5994;7007;1;860;B;E;2;B
1,90E+11;2019;Sorocaba;35;SP;2;1;1;18;F;3552205;2;1;1;1;508;5248;5748;5417;1;800;E;G;3;I
1,90E+11;2019;Jacobina;29;BA;2;2;1;18;F;2917508;2;1;1;3;4061;454;4877;5055;1;360;B;C;4;B
1,90E+11;2019;Inhumas;52;GO;2;1;1;16;F;5201603;2;1;1;1;4174;3582;4315;5081;1;580;D;C;7;B
1,90E+11;2019;Paulista;26;PE;2;1;1;18;M;2610707;2;1;1;4;4008;5314;543;5707;1;720;E;E;4;C
1,90E+11;2019;Alto Alegre do Pindaré;21;MA;;;;17;F;2100477;2;1;1;3;4925;5445;5291;6164;1;620;F;E;5;D
1,90E+11;2019;São Carlos;35;SP;1;1;1;17;F;3548906;2;1;1;1;5401;5911;5557;5503;1;580;E;D;2;E
1,90E+11;2019;São Gonçalo;33;RJ;2;1;1;17;M;3304904;2;1;1;3;3903;4344;4864;4644;1;640;H;D;3;E
1,90E+11;2019;Jundiá;24;RN;2;1;1;19;F;2408102;2;1;1;3;4403;4996;461;423;1;860;B;B;2;B
1,90E+11;2019;Belém;15;PA;2;1;1;17;F;1501402;2;1;1;3;4863;5783;5827;5317;1;800;E;F;2;B
1,90E+11;2019;Munhoz;31;MG;2;1;1;17;M;3507605;2;1;1;3;4991;3922;4604;4974;1;800;D;B;5;C
1,90E+11;2019;Paulista;26;PE;2;1;1;25;F;2609600;2;;1;3;3841;413;4742;3613;1;380;B;D;4;A
1,90E+11;2019;Guapiara;35;SP;;;;25;F;3517604;2;1;2;1;420;4921;4964;4211;1;480;B;B;3;B
1,90E+11;2019;Várzea Grande;51;MT;2;1;1;17;F;5103403;2;1;1;4;4546;5416;5108;4789;1;700;E;E;7;B
1,90E+11;2019;Jaguaripe;29;BA;2;1;1;25;M;2922508;2;1;1;2;4013;4169;4179;4275;1;480;B;B;4;C
1,90E+11;2019;Viamão;43;RS;;;;32;M;4323002;2;1;1;1;4214;5147;5012;5243;1;620;B;D;3;D
1,90E+11;2019;Fortaleza;23;CE;1;1;1;21;M;2304400;2;1;1;1;4319;5848;5671;6708;1;580;D;C;4;D
1,90E+11;2019;Cascavel;41;PR;2;1;1;17;M;4104808;2;1;1;1;4295;5346;5395;6092;1;660;E;D;3;D
1,90E+11;2019;Jequié;29;BA;2;1;1;19;M;2918001;2;1;1;2;3689;4661;4002;3979;1;560;H;H;8;C
1,90E+11;2019;Florianópolis;42;SC;1;1;1;19;F;4115200;2;1;1;1;5356;5544;5543;5956;1;720;E;F;5;I
1,90E+11;2019;Imperatriz;21;MA;2;1;1;19;F;;2;1;1;2;3913;428;4702;4657;1;580;E;E;2;C
1,90E+11;2019;Machadinho D'Oeste;11;RO;2;1;1;17;F;1100130;2;1;1;2;5754;5954;5545;6079;1;780;B;E;7;E
1,90E+11;2019;Embu das Artes;35;SP;2;1;1;18;F;3515004;2;1;1;3;4099;5598;5362;4798;1;620;B;B;4;C
1,90E+11;2019;Araruama;33;RJ;;;;18;F;;2;1;1;2;4041;4208;4525;3721;1;640;B;E;4;C
1,90E+11;2019;Umbaúba;28;SE;2;1;1;18;M;2807600;2;1;1;3;4677;553;551;5209;1;320;C;E;3;B
1,90E+11;2019;Cariacica;32;ES;;;;18;F;3201308;2;;1;1;4534;5495;5627;4113;1;640;D;F;4;B
1,90E+11;2019;Santa Rosa;43;RS;;;;31;M;4317202;2;;3;3;4408;4202;5377;4073;1;480;B;B;2;B
1,90E+11;2019;Rio Grande;43;RS;2;1;1;19;F;1501402;2;1;1;3;4265;3746;4777;4501;1;600;E;E;3;E
1,90E+11;2019;Delmiro Gouveia;27;AL;2;1;1;17;F;2702405;2;;1;3;3456;3491;4604;3739;1;560;B;B;3;A
1,90E+11;2019;Arapoema;17;TO;2;1;1;18;F;1702307;2;1;1;3;3813;3988;3759;4191;1;520;B;F;6;C
1,90E+11;2019;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;1;1;4947;528;5171;6298;1;440;B;C;2;D
1,90E+11;2019;Paragominas;15;PA;;;;19;F;;2;;1;3;4114;5192;4779;3889;1;380;A;C;5;B
1,90E+11;2019;Xinguara;15;PA;2;1;1;17;M;1508407;2;1;1;3;4108;512;4918;5882;1;560;F;E;4;J
1,90E+11;2019;Salvador;29;BA;2;1;1;18;F;2908606;2;1;1;2;4344;5563;5492;4074;1;640;B;C;8;C
1,90E+11;2019;Paraíso do Norte;41;PR;2;1;1;17;M;4118402;2;1;1;1;3926;4063;4137;492;1;540;E;G;4;G
1,90E+11;2019;Volta Redonda;33;RJ;2;1;1;17;F;3306305;2;1;1;3;4644;5266;5443;6145;1;540;E;E;3;E
1,90E+11;2019;Afogados da Ingazeira;26;PE;1;2;1;17;M;2600104;2;1;1;3;4873;4752;4598;7338;1;660;D;D;4;E
1,90E+11;2019;Goiânia;52;GO;2;1;1;18;F;5208707;2;1;1;4;5731;5723;584;505;1;780;D;E;4;G
1,90E+11;2019;Boa Vista;14;RR;2;1;1;18;F;;2;1;1;3;3932;5206;5503;5179;1;660;B;B;3;B
1,90E+11;2019;Rio de Janeiro;33;RJ;1;1;1;19;M;3304557;2;1;1;1;6469;693;6538;7508;1;740;E;E;4;C
1,90E+11;2019;Presidente Prudente;35;SP;;;;17;F;3541406;2;1;1;1;4815;5283;5481;483;1;600;E;E;5;E
1,90E+11;2019;Araucária;41;PR;;;;17;F;2909802;2;1;1;2;4946;5766;5536;5998;1;540;D;E;3;C
1,90E+11;2019;Cascavel;41;PR;2;1;1;18;F;4104808;2;1;1;3;5428;4051;4797;5153;1;520;D;C;2;C
1,90E+11;2019;Igrejinha;43;RS;2;1;1;17;F;4310108;2;1;1;1;5142;4891;5291;4776;1;760;E;E;2;E
1,90E+11;2019;Itararé;35;SP;2;1;1;18;F;3523206;2;1;1;1;4369;4206;5421;4401;1;580;C;H;3;D
1,90E+11;2019;Rio das Ostras;33;RJ;2;1;1;18;F;3301306;2;1;1;1;4694;5319;5636;597;1;620;B;B;3;G
1,90E+11;2019;Timon;21;MA;1;1;1;17;M;2211001;2;1;1;3;4711;4915;5442;7066;1;600;E;E;3;C
1,90E+11;2019;Marília;35;SP;2;1;1;17;M;3529005;2;1;0;3;5388;5817;5758;4995;1;540;D;D;3;C
1,90E+11;2019;Maringá;41;PR;2;1;1;17;M;4115200;2;1;1;1;5296;4831;572;5365;1;700;C;D;4;F
1,90E+11;2019;Salvador;29;BA;;;;18;F;2927408;2;1;1;2;449;518;3702;3852;1;280;E;E;4;B
1,90E+11;2019;Várzea Grande;51;MT;2;1;1;18;F;5102504;2;1;1;3;3637;4385;5361;5351;1;320;E;G;2;B
1,90E+11;2019;Nossa Senhora de Nazaré;22;PI;2;2;1;19;F;2201945;2;1;1;2;4265;3831;4085;397;1;640;H;H;5;B
1,90E+11;2019;Belém;15;PA;2;1;1;21;M;1501402;2;1;1;3;512;4347;5317;4144;1;280;E;F;4;D
1,90E+11;2019;Valença;29;BA;1;1;1;17;F;2932903;2;;1;2;5418;5473;5517;5558;1;900;B;B;5;B
1,90E+11;2019;Serra Negra do Norte;24;RN;2;1;1;18;F;2413409;2;1;1;3;5067;4409;5003;4697;1;600;C;C;3;B
1,90E+11;2019;Mogi das Cruzes;35;SP;;;;17;F;3530607;2;1;1;1;4554;4129;5302;5382;1;640;E;E;2;B
1,90E+11;2019;Aracruz;32;ES;2;1;1;17;F;3200607;2;1;1;2;501;5336;5414;4698;1;880;D;C;5;C
1,90E+11;2019;Altamira;15;PA;2;1;1;17;F;;2;1;0;3;3472;4138;4718;3952;1;460;C;E;4;C
1,90E+11;2019;Maracanaú;23;CE;2;1;1;17;F;2307650;2;1;1;3;4366;5364;5247;479;1;780;D;D;4;B
1,90E+11;2019;Jaboatão dos Guararapes;26;PE;2;1;1;17;M;2607901;2;1;1;3;3636;4617;3958;4037;1;480;E;D;4;C
1,90E+11;2019;Natal;24;RN;2;1;1;17;F;2408102;2;1;1;3;422;4438;3522;4665;1;520;E;E;3;A
1,90E+11;2019;Esplanada;29;BA;2;1;1;17;M;2910503;2;1;1;3;4626;5468;5391;5594;1;640;A;B;4;B
1,90E+11;2019;Paulista;26;PE;2;1;1;19;M;2610707;2;1;1;3;4479;4866;4753;3966;1;480;D;D;4;C
1,90E+11;2019;São Luís;21;MA;2;1;1;17;F;2111300;2;1;0;2;4295;5465;5556;4269;1;760;E;E;4;B
1,90E+11;2019;São José;42;SC;2;1;1;18;M;4216602;2;1;1;3;4038;389;4087;3665;1;360;E;H;7;F
1,90E+11;2019;Belém;15;PA;2;1;1;27;F;1507474;2;;0;3;5097;4565;4802;4107;1;500;A;C;3;C
1,90E+11;2019;São Paulo;35;SP;;;;17;M;3550308;2;1;1;2;5594;5854;5457;557;1;560;C;B;5;C
1,90E+11;2019;São Paulo;35;SP;;;;17;M;3550308;2;1;1;3;4639;3996;507;5785;1;280;E;E;4;F
1,90E+11;2019;Boqueirão;25;PB;2;1;1;17;M;2502508;2;1;1;3;4413;5163;4867;4328;1;720;A;C;3;C
1,90E+11;2019;Campo do Meio;31;MG;2;1;1;18;F;3101607;2;;1;2;5134;4837;5076;4895;1;660;A;B;3;B
1,90E+11;2019;Guaratinguetá;35;SP;;;;17;M;3518404;2;1;1;1;5483;6152;5991;5777;1;440;C;E;2;B
1,90E+11;2019;Salvador;29;BA;4;1;1;19;F;2927408;2;;1;3;3927;4751;4051;447;1;400;E;E;5;E
1,90E+11;2019;Diadema;35;SP;2;1;1;17;F;2202802;2;1;1;3;3636;3858;4637;4119;1;280;H;E;6;B
1,90E+11;2019;Cotia;35;SP;2;1;1;17;F;3513009;2;1;1;2;4608;5726;5611;5706;1;680;E;E;3;D
1,90E+11;2019;São João da Boa Vista;35;SP;2;1;1;17;F;3549102;2;1;1;1;4471;3201;5046;4001;1;500;H;E;3;E
1,90E+11;2019;Guarapuava;41;PR;2;1;1;18;F;4109401;2;1;1;3;3902;5289;5507;6597;1;600;C;C;3;C
1,90E+11;2019;São Paulo;35;SP;2;1;1;18;F;3550308;2;1;1;1;6086;6146;6436;6975;1;700;E;E;6;H
1,90E+11;2019;Porto Velho;11;RO;2;1;1;19;F;1100205;2;1;1;5;458;5771;524;4876;1;580;E;E;5;D
1,90E+11;2019;Manaus;13;AM;2;1;1;36;F;1302603;2;;1;3;3715;4554;519;403;1;620;B;B;2;B
1,90E+11;2019;Garça;35;SP;2;1;1;17;M;3516705;2;1;1;1;6199;6132;612;7684;1;740;E;D;4;D
1,90E+11;2019;Aracaju;28;SE;2;1;1;18;F;2800308;2;1;1;3;4497;5257;5805;665;1;880;F;G;4;G
1,90E+11;2019;Barras;22;PI;2;1;1;19;M;2201200;2;1;1;2;5568;5174;4955;5738;1;660;H;E;6;C
1,90E+11;2019;Cascavel;41;PR;;;;17;M;4120358;2;1;1;1;5276;5808;557;5931;1;740;E;E;2;D
1,90E+11;2019;Itapetininga;35;SP;2;2;1;17;F;3522307;2;1;1;1;4581;5106;5068;4872;1;500;B;D;5;C
1,90E+11;2019;Nossa Senhora do Socorro;28;SE;2;1;1;16;M;2800308;2;;1;4;4739;3774;5172;4593;1;660;D;E;4;C
1,90E+11;2019;João Pessoa;25;PB;2;1;1;17;F;2507507;2;1;1;2;5221;5826;5839;6191;1;880;B;E;5;F
1,90E+11;2019;Embu das Artes;35;SP;2;1;1;17;F;3515004;2;1;1;4;4145;4994;4509;4718;1;600;B;E;5;E
